ultimaAtualizacaoCadastral,situacao,sequencialImovel,proprietarioPrincipal,natureza,inscricaoImobiliaria,enderecoImovelNomeLogradouro,enderecoImovelMunicipio,enderecoImovelEstado,enderecoImovelComplemento,enderecoImovelCodigoLogradouro,enderecoImovelCep,enderecoImovelBairro,enderecoCorrespondenciaNumero,enderecoCorrespondenciaNomeLogradouro,enderecoCorrespondenciaMunicipio,enderecoCorrespondenciaEstado,enderecoCorrespondenciaComplemento,enderecoCorrespondenciaCep,enderecoCorrespondenciaBairro,documentoProprietario,cepProprietario,topografiaLote,testadaPrincipalLote,testadaFicticiaLote,superficieLote,muradoLote,formatoLote,comCalcadaLote,areaLote,tipoEmpreendimentoMultipla,quantidadePavimentosMultipla,nomeSuperContemMultipla,nomeEdificacaoMultipla,areaTotalConstruidaMultipla,anoConstrucaoMultipla,tipoEstruturaSimples,tipoEmpreendimentoSimples,tipoConstrucaoSimples,padraoConstrucaoSimples,numeroHabiteseSimples,fracaoIdealSimples,estadoConservacaoSimples,dataCadastroPrefeituraSimples,coeficienteDepreciacao,areaTotalConstruidaSimples,valorVenal,valorAreaConstruidaM2,v0ValorTestadaFicticia,tipoAliquotaImposto,regimeTributacaoTLP,regimeTributacaoIPTU,patrimonio,aliquotaImposto,situacaoPavimentacao,distrito,setor,quadra,face,lote,sequencial,longitude,latitude
29/11/2015,Ativo,7666608,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0131-2,RUA DAS MOCAS,RECIFE,PE,APTO 03 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 03 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666608,-34.889356,-8.02663
29/11/2015,Ativo,7666616,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0132-0,RUA DAS MOCAS,RECIFE,PE,APTO 04 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 04 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666616,-34.889356,-8.02663
29/11/2015,Ativo,7666624,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0133-9,RUA DAS MOCAS,RECIFE,PE,APTO 05 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 05 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666624,-34.889356,-8.02663
29/11/2015,Ativo,7666632,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0134-7,RUA DAS MOCAS,RECIFE,PE,APTO 06 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 06 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666632,-34.889356,-8.02663
29/11/2015,Ativo,7666640,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0135-5,RUA DAS MOCAS,RECIFE,PE,APTO 07 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 07 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666640,-34.889356,-8.02663
29/11/2015,Ativo,7666659,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0136-3,RUA DAS MOCAS,RECIFE,PE,APTO 08 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 08 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666659,-34.889356,-8.02663
29/11/2015,Ativo,7666667,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0137-1,RUA DAS MOCAS,RECIFE,PE,APTO 101 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 101 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666667,-34.889356,-8.02663
29/11/2015,Ativo,7666675,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0138-0,RUA DAS MOCAS,RECIFE,PE,APTO 10201 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 10201 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666675,-34.889356,-8.02663
29/11/2015,Ativo,7666683,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0139-8,RUA DAS MOCAS,RECIFE,PE,APTO 103 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 103 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666683,-34.889356,-8.02663
29/11/2015,Ativo,7666691,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0140-1,RUA DAS MOCAS,RECIFE,PE,APTO 104 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 104 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666691,-34.889356,-8.02663
29/11/2015,Ativo,7666705,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0141-0,RUA DAS MOCAS,RECIFE,PE,APTO 105 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 105 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666705,-34.889356,-8.02663
29/11/2015,Ativo,7666713,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0142-8,RUA DAS MOCAS,RECIFE,PE,APTO 106 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 106 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666713,-34.889356,-8.02663
29/11/2015,Ativo,7666721,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0143-6,RUA DAS MOCAS,RECIFE,PE,APTO 107 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 107 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666721,-34.889356,-8.02663
29/11/2015,Ativo,7666730,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0144-4,RUA DAS MOCAS,RECIFE,PE,APTO 108 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 108 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666730,-34.889356,-8.02663
29/11/2015,Ativo,7666748,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0145-2,RUA DAS MOCAS,RECIFE,PE,APTO 201 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 201 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666748,-34.889356,-8.02663
29/11/2015,Ativo,7666756,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0146-0,RUA DAS MOCAS,RECIFE,PE,APTO 202 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 202 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666756,-34.889356,-8.02663
29/11/2015,Ativo,7666764,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0147-9,RUA DAS MOCAS,RECIFE,PE,APTO 203 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 203 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666764,-34.889356,-8.02663
29/11/2015,Ativo,7666772,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0148-7,RUA DAS MOCAS,RECIFE,PE,APTO 204 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 204 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666772,-34.889356,-8.02663
29/11/2015,Ativo,7666780,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0149-5,RUA DAS MOCAS,RECIFE,PE,APTO 205 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 205 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666780,-34.889356,-8.02663
29/11/2015,Ativo,7666799,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0150-9,RUA DAS MOCAS,RECIFE,PE,APTO 206 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 206 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666799,-34.889356,-8.02663
29/11/2015,Ativo,7666802,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0151-7,RUA DAS MOCAS,RECIFE,PE,APTO 207 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 207 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666802,-34.889356,-8.02663
29/11/2015,Ativo,7666810,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0152-5,RUA DAS MOCAS,RECIFE,PE,APTO 208 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 208 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007314,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666810,-34.889356,-8.02663
29/11/2015,Ativo,7666829,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0153-3,RUA DAS MOCAS,RECIFE,PE,APTO 301 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 301 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007214,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666829,-34.889356,-8.02663
29/11/2015,Ativo,7666837,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0154-1,RUA DAS MOCAS,RECIFE,PE,APTO 302 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 302 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007214,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666837,-34.889356,-8.02663
29/11/2015,Ativo,7666845,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0155-0,RUA DAS MOCAS,RECIFE,PE,APTO 303 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 303 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007214,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666845,-34.889356,-8.02663
29/11/2015,Ativo,7666853,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0156-8,RUA DAS MOCAS,RECIFE,PE,APTO 304 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 304 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007214,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666853,-34.889356,-8.02663
29/11/2015,Ativo,7666861,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0157-6,RUA DAS MOCAS,RECIFE,PE,APTO 305 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 305 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007214,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666861,-34.889356,-8.02663
29/11/2015,Ativo,7666870,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0158-4,RUA DAS MOCAS,RECIFE,PE,APTO 306 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 306 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007214,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666870,-34.889356,-8.02663
29/11/2015,Ativo,7666888,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0159-2,RUA DAS MOCAS,RECIFE,PE,APTO 307 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 307 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007214,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666888,-34.889356,-8.02663
29/11/2015,Ativo,7666896,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0160-6,RUA DAS MOCAS,RECIFE,PE,APTO 308 BLOCO E,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 308 BLOCO E,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO E,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007214,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666896,-34.889356,-8.02663
29/11/2015,Ativo,7666900,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0161-4,RUA DAS MOCAS,RECIFE,PE,APTO 01 BLOCO F,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 01 BLOCO F,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO F,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007514,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666900,-34.889356,-8.02663
29/11/2015,Ativo,7666918,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0162-2,RUA DAS MOCAS,RECIFE,PE,APTO 02 BLOCO F,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 02 BLOCO F,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO F,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007514,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666918,-34.889356,-8.02663
29/11/2015,Ativo,7666926,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0163-0,RUA DAS MOCAS,RECIFE,PE,APTO 03 BLOCO F,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 03 BLOCO F,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO F,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007514,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666926,-34.889356,-8.02663
29/11/2015,Ativo,7666934,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0164-9,RUA DAS MOCAS,RECIFE,PE,APTO 04 BLOCO F,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 04 BLOCO F,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO F,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007514,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666934,-34.889356,-8.02663
29/11/2015,Ativo,7666942,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0165-7,RUA DAS MOCAS,RECIFE,PE,APTO 05 BLOCO F,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 05 BLOCO F,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO F,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007514,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666942,-34.889356,-8.02663
29/11/2015,Ativo,7666950,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0166-5,RUA DAS MOCAS,RECIFE,PE,APTO 06 BLOCO F,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 06 BLOCO F,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO F,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007514,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666950,-34.889356,-8.02663
29/11/2015,Ativo,7666969,MUNICIPIO DO RECIFE,Predial,2.1385.011.01.0101.0167-3,RUA DAS MOCAS,RECIFE,PE,APTO 07 BLOCO F,44733,52120320,ARRUDA,456,RUA DAS MOCAS,RECIFE,PE,APTO 07 BLOCO F,52120320,ARRUDA,10.565.000/0001-92,50030230,Plana,Plana,54.49,Seca,Sim,Retangular,Sim,11436.23,Edifício Residencial,4,-,BLOCO F,1558.2,2014,Alvenaria,Apartamento,Apartamento <= 4 Pavimentos,Simples,720007514,0.00312,Bom,07/07/2014,1.0,48.69,16569.71,327.41,2111.38,Normal,Normal,Normal,Particular,0.0060,Pavimentado,2,1385,11,1,101,7666969,-34.889356,-8.02663
